375 ops
op@2250   elf= 157 (   5200B)  a3 OUT* 1048576 pre=05e8a624 post=528950c7 | a4 in 1048576 pre=e2f4926f | a5 in 536870912 pre=64f0651e
op@2263   elf= 158 (   8192B)  a3 OUT* 1048576 pre=0f76ec73 post=5819aa64 | a4 in 1048576 pre=e235cbab | a5 in 536870912 pre=64f0651e
op@2276   elf= 159 (   5200B)  a3 OUT* 1048576 pre=528950c7 post=e7c0c0c0 | a4 in 1048576 pre=8529caa0 | a5 in 536870912 pre=64f0651e
op@2289   elf= 160 (   8192B)  a3 OUT* 1048576 pre=5819aa64 post=6cd2a691 | a4 in 1048576 pre=48933427 | a5 in 536870912 pre=64f0651e
op@2302   elf= 161 (   5200B)  a3 OUT* 1048576 pre=e7c0c0c0 post=7caf4fd2 | a4 in 1048576 pre=ef8f966f | a5 in 536870912 pre=64f0651e
op@2315   elf= 162 (   8192B)  a3 OUT* 1048576 pre=6cd2a691 post=ff28f8db | a4 in 1048576 pre=4d1bc052 | a5 in 536870912 pre=64f0651e
op@2328   elf= 163 (   5200B)  a3 OUT* 1048576 pre=7caf4fd2 post=5257b277 | a4 in 1048576 pre=e2f4926f | a5 in 536870912 pre=64f0651e
op@2341   elf= 164 (   8192B)  a3 OUT* 1048576 pre=ff28f8db post=27841ed5 | a4 in 1048576 pre=7c2712e4 | a5 in 536870912 pre=64f0651e
op@2354   elf= 165 (   5200B)  a3 OUT* 1048576 pre=5257b277 post=c812db07 | a4 in 1048576 pre=9a4a0f61 | a5 in 536870912 pre=64f0651e
op@2367   elf= 166 (   8192B)  a3 OUT* 1048576 pre=27841ed5 post=6587264a | a4 in 1048576 pre=f7900821 | a5 in 536870912 pre=64f0651e
